"Name","CurrentGroup","TargetMuscle","SuggestedGroup","NeedsUpdate"
"Dumbbell Split Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"One-Arm Seated Dumbbell Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"One-Arm Dumbbell Lateral Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Dumbbell Upright Row Video Exercise Guide","dumbbell","Traps","traps","True"
"Dumbbell Upright Row Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Dumbbell Farmers Carry Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Incline Rear Delt Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Seated Dumbbell Shrug Video Exercise Guide","dumbbell","Traps","traps","True"
"Standing Arnold Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Seated Neutral Grip Dumbbell Shoulder Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Seated Dumbbell Wrist Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Renegade Row Video Exercise Guide","dumbbell","Upper Back","middle-back","True"
"Bent Over Rear Delt Fly (Head on Bench) Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Reverse Grip Dumbbell Wrist Curl (Over Bench) Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Lateral Raise Partials Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Seated Cuban Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Single Leg One Dumbbell Deadlift Video Exercise Guide","dumbbell","Hamstrings","hamstrings","True"
"Dumbbell Lateral Lunge Video Exercise Guide","dumbbell","Quads","quads","True"
"Single Leg Hip Thrust with Dumbbell Video Exercise Guide","dumbbell","Glutes","glutes","True"
"Fat Gripz Dumbbell Farmers Carry Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Chest Supported Dumbbell Row with Isohold Video Exercise Guide","dumbbell","Upper Back","middle-back","True"
"Incline Dumbbell Tricep Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Seated Dumbbell Front Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Seated Bent Over Tricep Dumbbell Kickback Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Dumbbell Wrist Curl (Over Bench) Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Dumbbell Squat Jump Video Exercise Guide","dumbbell","Quads","quads","True"
"Tate Press Video Exercise Guide","dumbbell","Traps","traps","True"
"Dumbbell Suitcase Carry Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Front Foot Elevated Dumbbell Split Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"Lying Dumbbell Front Raise On Incline Bench Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Dumbbell Goblet Box Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"Rolling Dumbbell Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Side Lying Rear Delt Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Lying Pronated Dumbbell Tricep Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Seated Neutral Grip Dumbbell Wrist Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Dumbbell 6 Ways (Raise) Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Dublin Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Dumbbell Goblet Split Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"Alternating Dumbbell Lateral Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Dumbbell Front Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Bench Supported Dumbbell External Rotation Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One Arm Bent Over Dumbbell Tricep Kickback Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Lying Dumbbell Extension (Single Dumbbell) Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Alternating Standing Arnold Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Seated Dumbbell Shoulder Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Seated Neutral Grip Dumbbell Wrist Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Dumbbell Box Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"Alternate Seated Dumbbell Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Dumbbell Overhead Carry Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Lying Shoulder Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Half Kneeling Dumbbell Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Seated Reverse Grip Dumbbell Wrist Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Knee to Elbow Dumbbell External Rotation Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Palm Rotational Row Video Exercise Guide","dumbbell","Upper Back","middle-back","True"
"One-Arm Lying Pronated Dumbbell Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Standing Neutral Grip Alternating Dumbbell Shoulder Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Gittleson Shrug Video Exercise Guide","dumbbell","Traps","traps","True"
"Twisting Dumbbell Bench Press Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Standing Neutral Grip Dumbbell Shoulder Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Lying Rear Delt Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Serrano Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Decline Lying Dumbbell Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Seated Alternating Dumbbell Lateral Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Alternating Dumbbell Floor Press Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Alternating Dumbbell Reverse Grip Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Reverse Grip Concentration Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Dumbbell Wall Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"Dumbbell Split Squat With Jump Video Exercise Guide","dumbbell","Quads","quads","True"
"Alternating Incline Rear Delt Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Seated Alternating Arnold Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One Arm Dumbbell Rear Delt Fly On Incline Bench Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One Arm Reverse Dumbbell Wrist Curl Over Bench Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Alternating Seated Bent Over Rear Delt Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Neutral Grip Dumbbell Shoulder Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Alternating Bent-Over Dumbbell Kickback Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Ipsilateral Load Split Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"Contralateral Load Split Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"One-Arm Dumbbell Rear Delt Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Counterbalanced Skater Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"Alternating Dumbbell Front Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Palms In Bent-Over Dumbbell Row Video Exercise Guide","dumbbell","Upper Back","middle-back","True"
"Alternating Rear Delt Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Contralateral Load Dumbbell Front Lunge Video Exercise Guide","dumbbell","Quads","quads","True"
"Alternating Lying Dumbbell Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Dumbbell High Low Carry Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Seated Alternating Dumbbell Front Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Seated Dumbbell Kickback Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Ipsilateral Load Dumbbell Rear Lunge Video Exercise Guide","dumbbell","Quads","quads","True"
"One-Arm Lying Dumbbell Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"One-Arm Neutral Grip Dumbbell Wrist Curl (Over Bench) Video Exercise Guide","dumbbell","Forearms","forearms","True"
"One-Arm Incline Dumbbell Front Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Reverse Grip Dumbbell Preacher Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Ipsilateral Load Dumbbell Front Lunge Video Exercise Guide","dumbbell","Quads","quads","True"
"Neutral Grip Dumbbell Wrist Curl (Over Bench) Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Dumbbell Thruster Video Exercise Guide","dumbbell","Quads","quads","True"
"Reverse Grip Dumbbell Preacher Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Alternating Seated Dumbbell Side Bends Video Exercise Guide","dumbbell","Obliques","obliques","True"
"One-Arm Seated Dumbbell Lateral Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Lying Rear Delt Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Seated Dumbbell Wrist Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"One-Arm Standing Dumbbell Shoulder Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Alternating Lying Rear Delt Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Seated Alternating Neutral Grip Dumbbell Shoulder Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Seated Rear Delt Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Dumbbell Reverse Grip Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"One-Arm Standing Arnold Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Seated Bent Over Dumbbell Kickback Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Seated Reverse Grip Dumbbell Wrist Curl Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Alternating Standing Dumbbell Shoulder Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Seated Alternating Bent Over Dumbbell Kickback Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Dumbbell Stiff Leg Deadlift (On Bench) Video Exercise Guide","dumbbell","Hamstrings","hamstrings","True"
"One-Arm Seated Arnold Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Seated Dumbbell Front Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Exercise Ball Two-Arm Dumbbell Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Decline Bench Dumbbell Lunge Video Exercise Guide","dumbbell","Quads","quads","True"
"Reverse Grip Incline Bench Two-Arm Dumbbell Row Video Exercise Guide","dumbbell","Upper Back","middle-back","True"
"Standing Dublin Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Dumbbell Pistol Squat (On Bench) Video Exercise Guide","dumbbell","Quads","quads","True"
"One-Arm Seated Neutral Grip Dumbbell Shoulder Press Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"One-Arm Dumbbell Wrist Curl (Over Bench) Video Exercise Guide","dumbbell","Forearms","forearms","True"
"Exercise Ball Leg Curl (SHELC) Video Exercise Guide","exercise-ball","Hamstrings","hamstrings","True"
"Exercise Ball Wall Squat Video Exercise Guide","exercise-ball","Quads","quads","True"
"Exercise Ball One-Arm Dumbbell Extension Video Exercise Guide","exercise-ball","Triceps","triceps","True"
"Exercise Ball Dumbbell Shoulder Press Video Exercise Guide","exercise-ball","Shoulders","shoulders","True"
"Exercise Ball Dumbbell Kickbacks Video Exercise Guide","exercise-ball","Triceps","triceps","True"
"Exercise Ball Lateral Raise Video Exercise Guide","exercise-ball","Shoulders","shoulders","True"
"Exercise Ball Dumbbell Wall Squat Video Exercise Guide","exercise-ball","Quads","quads","True"
"Exercise Ball Barbell Shoulder Press Video Exercise Guide","exercise-ball","Shoulders","shoulders","True"
"2 to 1 Exercise Ball Hamstring Curl (SHELC) Video Exercise Guide","exercise-ball","Hamstrings","hamstrings","True"
"Single Leg Exercise Ball Leg Curl Video Exercise Guide","exercise-ball","Hamstrings","hamstrings","True"
"Exercise Ball Dip Video Exercise Guide","exercise-ball","Triceps","triceps","True"
"Exercise Ball French Press Video Exercise Guide","exercise-ball","Triceps","triceps","True"
"EZ Bar Skullcrusher Video Exercise Guide","ez-bar","Triceps","triceps","True"
"Standing Overhead EZ Bar Tricep Extension Video Exercise Guide","ez-bar","Triceps","triceps","True"
"Reverse Grip Barbell Curl (EZ Bar) Video Exercise Guide","ez-bar","Forearms","forearms","True"
"Close Grip EZ Bar Press Video Exercise Guide","ez-bar","Triceps","triceps","True"
"Seated EZ Bar French Press Video Exercise Guide","ez-bar","Triceps","triceps","True"
"EZ Bar Incline Skullcrusher Video Exercise Guide","ez-bar","Triceps","triceps","True"
"Reverse Grip Bent-Over Row (EZ Bar) Video Exercise Guide","ez-bar","Upper Back","middle-back","True"
"California Skullcrusher Video Exercise Guide","ez-bar","Triceps","triceps","True"
"Anti-Gravity Press Video Exercise Guide","ez-bar","Shoulders","shoulders","True"
"Decline Lying Tricep Extension (Skullcrusher) Video Exercise Guide","ez-bar","Triceps","triceps","True"
"Reverse Grip Preacher Curl (EZ Bar) Video Exercise Guide","ez-bar","Forearms","forearms","True"
"45 Degree Lying Tricep Extension (EZ Bar) Video Exercise Guide","ez-bar","Triceps","triceps","True"
"Wrist Rollers Video Exercise Guide","forearms","Forearms","forearms","False"
"Plate Pinch Carry Video Exercise Guide","forearms","Forearms","forearms","False"
"Weight Plate Pinches Video Exercise Guide","forearms","Forearms","forearms","False"
"Trap Bar Farmers Carry Video Exercise Guide","forearms","Forearms","forearms","False"
"Smith Machine Seated Wrist Curl Video Exercise Guide","forearms","Forearms","forearms","False"
"Kettlebell Single Arm Racked Carry Video Exercise Guide","forearms","Forearms","forearms","False"
"Kettlebell Goblet Carry Video Exercise Guide","forearms","Forearms","forearms","False"
"Kettlebell Single Arm Bottoms Up Carry Video Exercise Guide","forearms","Forearms","forearms","False"
"Forearm Tiger Tail Video Exercise Guide","forearms","Forearms","forearms","False"
"Kettlebell Racked Crossover Walk Video Exercise Guide","forearms","Forearms","forearms","False"
"Standing Smith Machine Wrist Curl (behind back) Video Exercise Guide","forearms","Forearms","forearms","False"
"Trap Bar Overhead Carry Video Exercise Guide","forearms","Forearms","forearms","False"
"Forearm Extensors Lacrosse Ball Video Exercise Guide","forearms","Forearms","forearms","False"
"Forearm Flexors Lacrosse Ball Video Exercise Guide","forearms","Forearms","forearms","False"
"Standing Glute Kickback Machine Video Exercise Guide","glutes","Glutes","glutes","False"
"Wide Stance Smith Machine Squat Video Exercise Guide","glutes","Glutes","glutes","False"
"Banded Good Morning Video Exercise Guide","glutes","Glutes","glutes","False"
"Banded Glute Bridge Video Exercise Guide","glutes","Glutes","glutes","False"
"Hip Thruster with Mini Band Video Exercise Guide","glutes","Glutes","glutes","False"
"Weighted Hyperextension Video Exercise Guide","glutes","Glutes","glutes","False"
"Lateral Band Walk Video Exercise Guide","glutes","Glutes","glutes","False"
"Bodyweight Hip Thrust Video Exercise Guide","glutes","Glutes","glutes","False"
"Side Lying Clam with Band Video Exercise Guide","glutes","Glutes","glutes","False"
"GHD Back Extension Iso Hold Video Exercise Guide","glutes","Glutes","glutes","False"
"Glute Lacrosse Ball Video Exercise Guide","glutes","Glutes","glutes","False"
"Seated External Rotation Video Exercise Guide","glutes","Glutes","glutes","False"
"Hip Flexion Machine Video Exercise Guide","glutes","Glutes","glutes","False"
"X-Band Walk Video Exercise Guide","glutes","Glutes","glutes","False"
"GHD Back Extension Video Exercise Guide","glutes","Glutes","glutes","False"
"Single Leg Hip Thrust Video Exercise Guide","glutes","Glutes","glutes","False"
"Bodyweight Hip Thruster Video Exercise Guide","glutes","Glutes","glutes","False"
"Diagonal Band Walk Video Exercise Guide","glutes","Glutes","glutes","False"
"Sled Pull Through Video Exercise Guide","glutes","Glutes","glutes","False"
"Banded Multi Directional Toe Touch Video Exercise Guide","glutes","Glutes","glutes","False"
"Glute Foam Rolling Video Exercise Guide","glutes","Glutes","glutes","False"
"Standing External Rotation Video Exercise Guide","glutes","Glutes","glutes","False"
"Banded Hip Thruster Video Exercise Guide","glutes","Glutes","glutes","False"
"Leg Curl Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Trap Bar Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Seated Leg Curl Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Kettlebell Swing Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Single Leg Curl Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Kettlebell Romanian Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Landmine RDL Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"1 Kettlebell Single Leg Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Reverse Hack Squat Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Trap Bar Rack Pull Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Band Assisted Nordic Hamstring Curl Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Nordic Hamstring Curl (Bodyweight) Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Kettlebell Sumo Deadlift (1 KB) Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Double Kettlebell Suitcase Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Smith Machine Stiff Leg Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"One Arm Kettlebell Swing Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Double Kettlebell Swing Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Valslide Leg Curl Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Trap Bar Deficit Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Single Leg Landmine Romanian Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Single Leg Valslide Leg Curl Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Banded Glute Ham Raise Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Hamstring Tiger Tail Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Paused Trap Bar Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Kickstand Kettle Bell 1 Leg Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Plate Resisted Glute Ham Raise Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Banded Trap Bar Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Double Kettlebell Single Leg Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Trap Bar Deadlift Against Chains Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Hamstring Foam Rolling Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Fat Bar Deadlift Video Exercise Guide","hamstrings","Hamstrings","hamstrings","False"
"Standing Hip Flexion w/ Bands Video Exercise Guide","hip-flexors","Hip Flexors","hip-flexors","False"
"Hip Flexor Foam Rolling Video Exercise Guide","hip-flexors","Hip Flexors","hip-flexors","False"
"Lying Psoas March Video Exercise Guide","hip-flexors","Hip Flexors","hip-flexors","False"
"Hip Flexor Lacrosse Ball Video Exercise Guide","hip-flexors","Hip Flexors","hip-flexors","False"
"Leg Extension Video Exercise Guide","isolation","Quads","quads","True"
"Machine Reverse Fly Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Hip Abduction Machine Video Exercise Guide","isolation","Abductors","abductors","True"
"Lateral Raise Machine Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Hip Adduction Machine Video Exercise Guide","isolation","Adductors","adductors","True"
"Cable External Rotation Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Weight Plate Front Raise Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Thoracic Extension on Foam Roller Video Exercise Guide","isolation","Upper Back","middle-back","True"
"Banded Lateral Raise Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Machine Tricep Extension Video Exercise Guide","isolation","Triceps","triceps","True"
"Kettlebell Lateral Raise Video Exercise Guide","isolation","Shoulders","shoulders","True"
"T-Bar Machine Shrug Video Exercise Guide","isolation","Traps","traps","True"
"Prone Quad Stretch Video Exercise Guide","isolation","Quads","quads","True"
"Banded Tricep Extension Video Exercise Guide","isolation","Triceps","triceps","True"
"Landmine Lateral Raise Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Single Leg Extension Video Exercise Guide","isolation","Quads","quads","True"
"Standing Banded Face Pull Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Machine Shrug Video Exercise Guide","isolation","Traps","traps","True"
"Dumbbell Tate Press Video Exercise Guide","isolation","Triceps","triceps","True"
"Thoracic Spine Foam Rolling Video Exercise Guide","isolation","Upper Back","middle-back","True"
"Smith Machine Shrug Video Exercise Guide","isolation","Traps","traps","True"
"Trap Bar Shrug Video Exercise Guide","isolation","Traps","traps","True"
"Single Arm Banded External Rotation Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Smith Machine Incline Tricep Extension Video Exercise Guide","isolation","Triceps","triceps","True"
"Spider Crawls Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Trap Lacrosse Ball Video Exercise Guide","isolation","Traps","traps","True"
"Banded Internal Rotation Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Overhead Front Raise (with Weight Plate) Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Standing External Rotation (""No Money Drill"") Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Half Kneeling Banded External Rotation Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Leg Extension (Toes In) Video Exercise Guide","isolation","Quads","quads","True"
"Banded Y's Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Adductor Foam Rolling Video Exercise Guide","isolation","Adductors","adductors","True"
"Overhead Banded Tricep Extension Video Exercise Guide","isolation","Triceps","triceps","True"
"Seated Low Pulley Overhead Tricep Extension Video Exercise Guide","isolation","Triceps","triceps","True"
"Banded Skullcrusher Video Exercise Guide","isolation","Triceps","triceps","True"
"Banded Bent Over Reverse Fly Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Standing Calf Machine Shrug Video Exercise Guide","isolation","Traps","traps","True"
"Quad Tiger Tail Video Exercise Guide","isolation","Quads","quads","True"
"Tricep Tiger Tail Video Exercise Guide","isolation","Triceps","triceps","True"
"Standing Banded Face Pull to Chest Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Lat Foam Rolling Video Exercise Guide","isolation","Lats","lats","True"
"3-D Band Pull Apart Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Triceps Lacrosse Ball Video Exercise Guide","isolation","Triceps","triceps","True"
"Reverse Flys on Rings Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Half Kneeling Banded Face Pull Video Exercise Guide","isolation","Shoulders","shoulders","True"
"Quad Foam Rolling Video Exercise Guide","isolation","Quads","quads","True"
"Wide Grip Lat Pull Down Video Exercise Guide","lats","Lats","lats","False"
"Reverse Grip Lat Pull Down (Underhand) Video Exercise Guide","lats","Lats","lats","False"
"Weighted Pull Up Video Exercise Guide","lats","Lats","lats","False"
"Weighted Chin Up Video Exercise Guide","lats","Lats","lats","False"
"Band Assisted Chin Up (From Foot) Video Exercise Guide","lats","Lats","lats","False"
"Resistance Band Assisted Pull Up (From Knee) Video Exercise Guide","lats","Lats","lats","False"
"Behind Neck Lat Pull Down Video Exercise Guide","lats","Lats","lats","False"
"Resistance Band Assisted Pull Up (From Foot) Video Exercise Guide","lats","Lats","lats","False"
"Overhead Medicine Ball Figure 8 Slam Video Exercise Guide","lats","Lats","lats","False"
"Lateral Pulldown (Rope Extension) Video Exercise Guide","lats","Lats","lats","False"
"Standing Overhead Medicine Ball Slam Video Exercise Guide","lats","Lats","lats","False"
"Overhand Close Grip Lateral Pulldown Video Exercise Guide","lats","Lats","lats","False"
"Band Resisted Chin Up Video Exercise Guide","lats","Lats","lats","False"
"Weighted Pull Up Hang Video Exercise Guide","lats","Lats","lats","False"
"Grip Ball Pull Ups Video Exercise Guide","lats","Lats","lats","False"
"Rope Climb Video Exercise Guide","lats","Lats","lats","False"
"Band Assisted Chin Up (From Knee) Video Exercise Guide","lats","Lats","lats","False"
"Arms Only Rope Climb Video Exercise Guide","lats","Lats","lats","False"
"Single Leg Overhead Medicine Ball Tap Video Exercise Guide","lats","Lats","lats","False"
"Weighted Chin Up Hang Video Exercise Guide","lats","Lats","lats","False"
"Skin the Cat Video Exercise Guide","lats","Lats","lats","False"
"Standing Overhead Medicine Ball Throw Video Exercise Guide","lats","Lats","lats","False"
"Smith Machine Deadlift Video Exercise Guide","lower-back","Lower Back","lower-back","False"
"Machine Hack Squat Video Exercise Guide","machine","Quads","quads","True"
"Machine T-Bar Row Video Exercise Guide","machine","Upper Back","middle-back","True"
"Smith Machine Bent-Over Row Video Exercise Guide","machine","Upper Back","middle-back","True"
"Smith Machine Squat Video Exercise Guide","machine","Quads","quads","True"
"Smith Machine Upright Row Video Exercise Guide","machine","Shoulders","shoulders","True"
"Smith Machine Front Squat Video Exercise Guide","machine","Quads","quads","True"
"One Leg 45 Degree Leg Press Video Exercise Guide","machine","Quads","quads","True"
"Smith Machine Lunge Video Exercise Guide","machine","Quads","quads","True"
"Smith Machine Behind the Neck Shoulder Press Video Exercise Guide","machine","Shoulders","shoulders","True"
"Half Kneeling Cable Chop Video Exercise Guide","machine","Obliques","obliques","True"
"Leg Extension (Toes Out) Video Exercise Guide","machine","Quads","quads","True"
"Wide Stance 45 Degree Leg Press Video Exercise Guide","machine","Quads","quads","True"
"Smith Machine Box Squat Video Exercise Guide","machine","Quads","quads","True"
"Smith Machine Leg Press Video Exercise Guide","machine","Quads","quads","True"
"Narrow Stance 45 Degree Leg Press Video Exercise Guide","machine","Quads","quads","True"
"One-Arm Machine Row Video Exercise Guide","machine","Upper Back","middle-back","True"
"Smith Machine Close Grip Bench Press Video Exercise Guide","machine","Triceps","triceps","True"
"Concept 2 Rowing Machine Video Exercise Guide","machine","Upper Back","middle-back","True"
"Front Foot Elevated Smith Machine Split Squat Video Exercise Guide","machine","Quads","quads","True"
"One-Leg Hack Squat Video Exercise Guide","machine","Quads","quads","True"
"Resistance Band Machine Hack Squat Video Exercise Guide","machine","Quads","quads","True"
"Wide Hack Squat Video Exercise Guide","machine","Quads","quads","True"
"Reverse Grip Machine T-Bar Row Video Exercise Guide","machine","Upper Back","middle-back","True"
"Smith Machine Reverse Close Grip Bench Press Video Exercise Guide","machine","Triceps","triceps","True"
"Smith Machine Zercher Squat Video Exercise Guide","machine","Quads","quads","True"
"Dante Row Video Exercise Guide","machine","Upper Back","middle-back","True"
"Pit Shark Belt Squat Video Exercise Guide","machine","Quads","quads","True"
"Narrow Stance Smith Machine Squat Video Exercise Guide","machine","Quads","quads","True"
"Smith Machine Squat (Feet Forward) Video Exercise Guide","machine","Quads","quads","True"
"Half Kneeling Cable Lift Video Exercise Guide","machine","Obliques","obliques","True"
"Reverse Grip Smith Machine Bent-Over Row Video Exercise Guide","machine","Upper Back","middle-back","True"
"Smith Machine One-Arm Row Video Exercise Guide","machine","Upper Back","middle-back","True"
"Smith Machine Bulgarian Split Squat Video Exercise Guide","machine","Quads","quads","True"
"Banded Machine T-Bar Row Video Exercise Guide","machine","Upper Back","middle-back","True"
